aspect,worker,time,rating
your sense of connection with other people,AW2797205182OO,1502745462071,83
how happy you feel,AW37353058315OO,1502745853952,55
how much you like your home house or apartment,AW37353058315OO,1502745854029,52
how satisfied you are with your life,AW37353058315OO,1502745854147,49
the extent to which you feel the things you do in your life are worthwhile,AW37353058315OO,1502745854247,53
the quality of your sleep,AW37353058315OO,1502745854320,67
you being a good moral person and living according to your personal values,AW37353058315OO,1502745854411,75
you being able to spend enough time with the ones you love,AW37353058315OO,1502745854492,64
you being able to support your family financially,AW37353058315OO,1502745854605,41
you feeling that your work has value,AW37353058315OO,1502745854680,53
you not feeling anxious,AW37353058315OO,1502745854752,54
your emotional stability,AW37353058315OO,1502745854840,60
your health,AW37353058315OO,1502745854903,60
your knowledge skills and access to information,AW37353058315OO,1502745854988,75
your mental health,AW37353058315OO,1502745855048,67
your physical fitness,AW37353058315OO,1502745855142,45
your physical safety and security,AW37353058315OO,1502745855210,71
your sense of connection with other people,AW37353058315OO,1502745855315,51
how happy you feel,AW32716119443OO,1483325046784,44
how much you like your home house or apartment,AW32716119443OO,1483325046899,45
how satisfied you are with your life,AW32716119443OO,1483325046961,36
the extent to which you feel the things you do in your life are worthwhile,AW32716119443OO,1483325047031,45
the quality of your sleep,AW32716119443OO,1483325047112,45
you being a good moral person and living according to your personal values,AW32716119443OO,1483325047221,65
you being able to spend enough time with the ones you love,AW32716119443OO,1483325047316,52
you being able to support your family financially,AW32716119443OO,1483325047429,32
you feeling that your work has value,AW32716119443OO,1483325047507,44
you not feeling anxious,AW32716119443OO,1483325047626,37
your emotional stability,AW32716119443OO,1483325047691,51
your health,AW32716119443OO,1483325047762,55
your knowledge skills and access to information,AW32716119443OO,1483325047822,63
your mental health,AW32716119443OO,1483325047923,51
your physical fitness,AW32716119443OO,1483325047986,34
your physical safety and security,AW32716119443OO,1483325048092,59
your sense of connection with other people,AW32716119443OO,1483325048175,39
how happy you feel,AW32772587358OO,1483229364224,95
how much you like your home house or apartment,AW32772587358OO,1483229364333,96
how satisfied you are with your life,AW32772587358OO,1483229364401,100
the extent to which you feel the things you do in your life are worthwhile,AW32772587358OO,1483229364470,96
the quality of your sleep,AW32772587358OO,1483229364586,85
you being a good moral person and living according to your personal values,AW32772587358OO,1483229364670,90
you being able to spend enough time with the ones you love,AW32772587358OO,1483229364755,90
you being able to support your family financially,AW32772587358OO,1483229364838,96
you feeling that your work has value,AW32772587358OO,1483229364949,92
you not feeling anxious,AW32772587358OO,1483229365038,78
your emotional stability,AW32772587358OO,1483229365125,89
your health,AW32772587358OO,1483229365188,91
your knowledge skills and access to information,AW32772587358OO,1483229365276,88
your mental health,AW32772587358OO,1483229365388,91
your physical fitness,AW32772587358OO,1483229365488,88
your physical safety and security,AW32772587358OO,1483229365602,88
your sense of connection with other people,AW32772587358OO,1483229365672,89
how happy you feel,AW25530461188OO,1483258331136,65
how much you like your home house or apartment,AW25530461188OO,1483258331200,70
how satisfied you are with your life,AW25530461188OO,1483258331318,61
the extent to which you feel the things you do in your life are worthwhile,AW25530461188OO,1483258331403,68
the quality of your sleep,AW25530461188OO,1483258331463,72
you being a good moral person and living according to your personal values,AW25530461188OO,1483258331552,76
you being able to spend enough time with the ones you love,AW25530461188OO,1483258331626,66
you being able to support your family financially,AW25530461188OO,1483258331735,59
you feeling that your work has value,AW25530461188OO,1483258331813,65
you not feeling anxious,AW25530461188OO,1483258331928,53
your emotional stability,AW25530461188OO,1483258332028,68
your health,AW25530461188OO,1483258332096,72
your knowledge skills and access to information,AW25530461188OO,1483258332209,77
your mental health,AW25530461188OO,1483258332280,74
your physical fitness,AW25530461188OO,1483258332381,61
your physical safety and security,AW25530461188OO,1483258332474,75
your sense of connection with other people,AW25530461188OO,1483258332585,65
how happy you feel,AW6148212153OO,1501179281408,57
how much you like your home house or apartment,AW6148212153OO,1501179281505,63
how satisfied you are with your life,AW6148212153OO,1501179281565,58
the extent to which you feel the things you do in your life are worthwhile,AW6148212153OO,1501179281674,64
the quality of your sleep,AW6148212153OO,1501179281750,65
you being a good moral person and living according to your personal values,AW6148212153OO,1501179281852,78
you being able to spend enough time with the ones you love,AW6148212153OO,1501179281921,69
you being able to support your family financially,AW6148212153OO,1501179282034,47
you feeling that your work has value,AW6148212153OO,1501179282122,59
you not feeling anxious,AW6148212153OO,1501179282233,58
your emotional stability,AW6148212153OO,1501179282310,68
your health,AW6148212153OO,1501179282428,66
your knowledge skills and access to information,AW6148212153OO,1501179282491,71
your mental health,AW6148212153OO,1501179282564,73
your physical fitness,AW6148212153OO,1501179282678,52
your physical safety and security,AW6148212153OO,1501179282761,68
your sense of connection with other people,AW6148212153OO,1501179282877,53
how happy you feel,AW38191895767OO,1483447861248,53
how much you like your home house or apartment,AW38191895767OO,1483447861348,61
how satisfied you are with your life,AW38191895767OO,1483447861463,70
the extent to which you feel the things you do in your life are worthwhile,AW38191895767OO,1483447861561,61
the quality of your sleep,AW38191895767OO,1483447861653,60
you being a good moral person and living according to your personal values,AW38191895767OO,1483447861744,68
you being able to spend enough time with the ones you love,AW38191895767OO,1483447861834,53
you being able to support your family financially,AW38191895767OO,1483447861942,51
you feeling that your work has value,AW38191895767OO,1483447862058,55
you not feeling anxious,AW38191895767OO,1483447862172,35
your emotional stability,AW38191895767OO,1483447862254,57
your health,AW38191895767OO,1483447862340,57
your knowledge skills and access to information,AW38191895767OO,1483447862441,67
your mental health,AW38191895767OO,1483447862510,59
your physical fitness,AW38191895767OO,1483447862622,51
your physical safety and security,AW38191895767OO,1483447862700,64
your sense of connection with other people,AW38191895767OO,1483447862779,55
how happy you feel,AW51844656309OO,1493260435456,76
how much you like your home house or apartment,AW51844656309OO,1493260435549,69
how satisfied you are with your life,AW51844656309OO,1493260435654,59
the extent to which you feel the things you do in your life are worthwhile,AW51844656309OO,1493260435724,68
the quality of your sleep,AW51844656309OO,1493260435807,75
you being a good moral person and living according to your personal values,AW51844656309OO,1493260435922,82
you being able to spend enough time with the ones you love,AW51844656309OO,1493260435984,81
you being able to support your family financially,AW51844656309OO,1493260436063,49
you feeling that your work has value,AW51844656309OO,1493260436157,65
you not feeling anxious,AW51844656309OO,1493260436252,66
your emotional stability,AW51844656309OO,1493260436323,73
your health,AW51844656309OO,1493260436399,72
your knowledge skills and access to information,AW51844656309OO,1493260436488,83
your mental health,AW51844656309OO,1493260436586,83
your physical fitness,AW51844656309OO,1493260436695,58
